wals code	name	latitude	longitude	genus	family	subfamily	iso codes
brz	Birri	5.5	25.1666666667	Bongo-Bagirmi	Nilo-Saharan	Central Sudanic	bvq
bse	Berber (Ayt Seghrouchen Middle Atlas)	33.3333333333	-4.66666666667	Berber	Afro-Asiatic		tzm
bsh	Bushoong	-4.5	21.5	Bantoid	Niger-Congo	Benue-Congo	buf
bsi	Berber (Siwa)	29.1666666667	25.5	Berber	Afro-Asiatic		siz
bsk	Bashkir	53	58	Turkic	Altaic		bak
bsl	British Sign Language	52	-1	Sign Languages	other		bfi
bsm	Bislama	-16	168	Creoles and Pidgins	other		bis
bso	Basque (Souletin)	43.5	-1.5	Basque	Basque		bsz
bsq	Basque	43	-3	Basque	Basque		eus
bsr	Basari	12.6666666667	-13	Northern Atlantic	Niger-Congo	Atlantic	bsc
bth	Bathari	18	56	Semitic	Afro-Asiatic		bhm
bti	Betoi	7.16666666667	-71.25	Betoi	Betoi		
btk	Bontok	17.0833333333	120.916666667	Northern Philippines	Austronesian	Western Malayo-Polynesian	bnc
bto	Batak (Toba)	2.5	99	Sundic	Austronesian	Western Malayo-Polynesian	bbc
bua	Burarra	-12.25	134.583333333	Burarran	Australian		bvr
bub	Bubi	3.5	8.66666666667	Bantoid	Niger-Congo	Benue-Congo	bvb
bud	Buduma	13.5	14.5	Biu-Mandara	Afro-Asiatic	Chadic	bdm
bug	Bugis	-4	120	Sulawesi	Austronesian	Western Malayo-Polynesian	bug
bui	Buli (in Indonesia)	1	128.5	South Halmahera - West New Guinea	Austronesian	Eastern Malayo-Polynesian	bzq
buj	Bujeba	3	10.1666666667	Bantoid	Niger-Congo	Benue-Congo	nmg
buk	Bukusu	0.75	34.6666666667	Bantoid	Niger-Congo	Benue-Congo	bxk
bul	Bulgarian	42.5	25	Slavic	Indo-European		bul
bum	Buma	-11.6333333333	166.833333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	tkw
bun	Buin	-6.75	155.75	East Bougainville	East Bougainville		buo
bur	Burushaski	36.5	74.5	Burushaski	Burushaski		bsk
bus	Busa	9.66666666667	4	Eastern Mande	Niger-Congo	Mande	bqp
but	Buriat	52	108	Mongolic	Altaic		bxm
buu	Buru	-3.5	126.5	Central Malayo-Polynesian	Austronesian		mhs
buw	Bulu	3	11	Bantoid	Niger-Congo	Benue-Congo	bum
buy	Buli (in Ghana)	10.5	-1.25	Gur	Niger-Congo		bwu
bvi	Bali-Vitu	-4.9	149.116666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	bbn wiv
bwa	Bandjalang (Waalubal)	-29.0833333333	152.583333333	Pama-Nyungan	Australian		bdy
bya	Byansi	30.1666666667	80.5	Bodic	Sino-Tibetan	Tibeto-Burman	bee
bys	Bayso	6.25	37.75	Eastern Cushitic	Afro-Asiatic	Cushitic	bsw
byu	Bandjalang (Yugumbir)	-27.9166666667	153	Pama-Nyungan	Australian		bdy
bzi	Bauzi	-2.5	137.5	East Geelvink Bay	East Geelvink Bay		bvz
cab	Cabécar	9.75	-83.4166666667	Talamanca	Chibchan		cjp
cac	Cacua	1.08333333333	-70	Cacua-Nukak	Cacua-Nukak		cbv
cad	Caddo	33.3333333333	-93.5	Caddoan	Caddoan		cad
cah	Cahuilla	33.5	-116.25	Takic	Uto-Aztecan		chl
cai	Chai	5.33333333333	35.3333333333	Surmic	Nilo-Saharan	Eastern Sudanic	suq
cak	Cakchiquel	14.5	-91	Mayan	Mayan		ckf
cam	Camsá	1.16666666667	-77	Camsá	Camsá		kbh
can	Candoshi	-4.16666666667	-77	Candoshi	Candoshi		cbu
cap	Capanahua	-7	-74	Panoan	Panoan		kaq
car	Carib	5.5	-56	Cariban	Cariban		car
cas	Cashibo	-8.5	-75.5	Panoan	Panoan		cbr
cat	Catio	7.16666666667	-76.3333333333	Choco	Choco		cto
cav	Cavineña	-13.3333333333	-66.5	Tacanan	Tacanan		cav
cax	Campa (Axininca)	-12	-74	Arawakan	Arawakan		cni
cay	Cayapa	0.666666666667	-79	Barbacoan	Barbacoan		cbi
cba	Chumash (Barbareño)	34.5	-120.25	Chumash	Chumash		boi
cbo	Chácobo	-12.1666666667	-66.75	Panoan	Panoan		cao
cch	Chocho	17.6666666667	-97.4166666667	Popolocan	Oto-Manguean		coz
cck	Chickasaw	34	-88	Muskogean	Muskogean		cic
ccm	Chinantec (Comaltepec)	17.5833333333	-96.4166666667	Chinantecan	Oto-Manguean		cco
cco	Chasta Costa	42.6666666667	-124	Athapaskan	Na-Dene		
ccp	Cocopa	32.3333333333	-115	Yuman	Hokan		coc
cct	Choctaw	32.25	-88.5	Muskogean	Muskogean		cho
cde	Carib (De'kwana)	5.5	-65	Cariban	Cariban		mch
cea	Cree (Eastern)	51	-74	Algonquian	Algic		crj crl
ceb	Cebuano	10	124	Meso-Philippine	Austronesian	Western Malayo-Polynesian	ceb
cec	Chicomuceltec	15.5	-92.25	Mayan	Mayan		cob
cem	Cèmuhî	-20.8333333333	165.166666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	cam
cga	Chaga	-3	37	Bantoid	Niger-Congo	Benue-Congo	old
cha	Chamorro	13.45	144.75	Chamorro	Austronesian	Western Malayo-Polynesian	cha
chb	Chambri	-4.16666666667	143.083333333	Lower Sepik	Lower Sepik-Ramu		can
chc	Chechen	43.25	45.8333333333	Nakh	Nakh-Daghestanian		che
chd	Chaudangsi	30	80.25	Bodic	Sino-Tibetan	Tibeto-Burman	cdn
che	Cherokee	35.5	-83.5	Southern Iroquoian	Iroquoian		chr
chg	Chang	26.3333333333	94.75	Baric	Sino-Tibetan	Tibeto-Burman	nbc
chh	Chaha	8	37.5	Semitic	Afro-Asiatic		sgw
chi	Chimariko	41	-123	Chimariko	Hokan		cid
chj	Chuj	15.9166666667	-91.5833333333	Mayan	Mayan		cac cnm
chk	Chukchi	67	-173	Northern Chukotko-Kamchatkan	Chukotko-Kamchatkan		ckt
chl	Chehalis (Upper)	46.5833333333	-123	Tsamosan	Salishan		cjh
chm	Chamalal	42.55	46.05	Avar-Andic-Tsezic	Nakh-Daghestanian	Daghestanian	cji
chn	Chantyal	28.5833333333	83.4166666667	Bodic	Sino-Tibetan	Tibeto-Burman	chx
cho	Chontal (Highland)	16.25	-95.75	Tequistlatecan	Tequistlatecan		chd
chp	Chipewyan	59	-106	Athapaskan	Na-Dene		chp
chq	Chinantec (Quiotepec)	17.5833333333	-96.6666666667	Chinantecan	Oto-Manguean		chq
chr	Chrau	10.75	107.5	Bahnaric	Austro-Asiatic	Mon-Khmer	crw
chs	Chin (Siyin)	23.8333333333	94	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	csy
cht	Chatino (Nopala)	16.0833333333	-97.1666666667	Zapotecan	Oto-Manguean		cya
chu	Chulupí	-23.5	-60.5	Matacoan	Matacoan		cag
chv	Chuvash	55.5	47.5	Turkic	Altaic		chv
chw	Cham (Western)	12	105.5	Sundic	Austronesian	Western Malayo-Polynesian	cja
chx	Chontal (Huamelultec Oaxaca)	16	-95.75	Tequistlatecan	Tequistlatecan		clo
chy	Chayahuita	-5.5	-77	Cahuapanan	Cahuapanan		cbt
chz	Chaozhou	23.6666666667	116.666666667	Chinese	Sino-Tibetan		nan
cic	Chichewa	-14	34	Bantoid	Niger-Congo	Benue-Congo	nya
cil	CiLuba	-6	22	Bantoid	Niger-Congo	Benue-Congo	lua
cin	Chumash (Ineseño)	34.6666666667	-120.25	Chumash	Chumash		inz
cjo	Chichimeca-Jonaz	21.6666666667	-100.5	Chichimec	Oto-Manguean		pei
ckh	Cheke Holo	-8.33333333333	159.666666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	mrn
ckl	Chinook (Lower)	46.25	-123.5	Chinookan	Penutian		chh
ckr	Canela-Krahô	-6	-45	Ge-Kaingang	Macro-Ge		ram xra
cku	Chinook (Upper)	45.5	-122.5	Chinookan	Penutian		wac
cla	Clallam	48.0833333333	-123.75	Central Salish	Salishan		clm
clc	Colac	-38.3333333333	143.5	Pama-Nyungan	Australian		
cld	Chaldean (Modern)	36	43	Semitic	Afro-Asiatic		cld
cle	Chinantec (Lealao)	17.3333333333	-95.9166666667	Chinantecan	Oto-Manguean		cle
cln	Cholon	-8	-77.5	Cholon	Cholon		cht
cly	Chulym	54.3333333333	89.6666666667	Turkic	Altaic		clw
cma	Chimila	10	-74	Chimila	Chimila		cbg
cmc	Comecrudo	25.8333333333	-99	Comecrudan	Comecrudan		xcm
cme	Cham (Eastern)	11.3333333333	108.5	Sundic	Austronesian	Western Malayo-Polynesian	cjm
cmh	Chemehuevi	34.3333333333	-115.166666667	Numic	Uto-Aztecan		ute
cmk	Chemakum	48.0833333333	-122.916666667	Chimakuan	Chimakuan		xch
cml	Camling	27	86.6666666667	Bodic	Sino-Tibetan	Tibeto-Burman	rab
cmn	Comanche	33.5	-101.5	Numic	Uto-Aztecan		com
cmr	Chin (Mara)	23	93.1666666667	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	mrh
cmx	Comox	50.1666666667	-125	Central Salish	Salishan		coo
cmy	Chontal Maya	18.1666666667	-92.5833333333	Mayan	Mayan		chf
cnl	Canela	-7	-45	Ge-Kaingang	Macro-Ge		ram
cnm	Canamarí	-6.5	-68.5	Katukinan	Katukinan		knm
cnt	Cantonese	23	113	Chinese	Sino-Tibetan		yue
coa	Coahuilteco	28	-100	Coahuiltecan	Coahuiltecan		xcw
coc	Cocama	-5	-74.5	Tupi-Guaraní	Tupian		cod
coe	Coeur d'Alene	47.25	-116.5	Interior Salish	Salishan		crd
cof	Cofán	0.166666666667	-77.1666666667	Cofán	Cofán		con
cog	Cogui	11	-73.8333333333	Aruak	Chibchan		kog
coi	Chortí	14.8333333333	-89.25	Mayan	Mayan		caa
col	Chol	17.75	-92.5	Mayan	Mayan		cti ctu
com	Comorian	-12	44	Bantoid	Niger-Congo	Benue-Congo	swb
coo	Coos (Hanis)	43.5	-124.166666667	Coosan	Oregon Coast		csz
cop	Coptic	26	32	Egyptian-Coptic	Afro-Asiatic		cop
cor	Cora	22.1666666667	-104.833333333	Corachol	Uto-Aztecan		crn
cos	Costanoan	37	-122	Costanoan	Penutian	Utian	css cst
cpa	Campa Pajonal Asheninca	-10.6666666667	-74.25	Arawakan	Arawakan		cjo
cpl	Chinantec (Palantla)	18.8333333333	-96.75	Chinantecan	Oto-Manguean		cpa
cpn	Chepang	27.6666666667	84.75	Bodic	Sino-Tibetan	Tibeto-Burman	cdm
cpw	Chippewa (Red Lake and Pillager)	48	-95	Algonquian	Algic		ciw
cqt	Chiquito	-17.5	-60	Chiquito	Chiquito		cax
cre	Cree (Plains)	54	-110	Algonquian	Algic		crk
crg	Chiriguano	-23.6666666667	-64.3333333333	Tupi-Guaraní	Tupian		gui
crh	Chru	11.5	108.5	Sundic	Austronesian	Western Malayo-Polynesian	cje
cri	Crimean Tatar	45	34.0833333333	Turkic	Altaic		crh
crj	Carijona	1	-73	Cariban	Cariban		cbd
crk	Creek	34	-85	Muskogean	Muskogean		mus
crl	Carolinian	15.2	145.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	cal
crn	Cornish	50.3333333333	-5	Celtic	Indo-European		cor
cro	Crow	47	-108	Siouan	Siouan		cro
crp	Carapana	0.833333333333	-70.75	Tucanoan	Tucanoan		cbc
crq	Carrier	53.75	-123.5	Athapaskan	Na-Dene		crx
crt	Chorote	-22.5	-62.5	Matacoan	Matacoan		crq crt
csc	Chinantec (Sochiapan)	17.75	-96.6666666667	Chinantecan	Oto-Manguean		cso
csf	Chinantec (San Felipe Usila)	17.9166666667	-96.5	Chinantecan	Oto-Manguean		cuc
csh	Cashinahua	-10.5	-71.8333333333	Panoan	Panoan		cbs
csl	Chinese Sign Language	35	115	Sign Languages	other		csl
cso	Chatino (Sierra Occidental)	16.25	-97.3333333333	Zapotecan	Oto-Manguean		ctp
ctc	Cuicatec	17.8333333333	-96.8333333333	Mixtecan	Oto-Manguean		cut cux
cte	Chinantec (Tepetotutla)	17.8333333333	-96.5	Chinantecan	Oto-Manguean		cnt
cti	Chin (Tiddim)	23.3333333333	93.6666666667	Kuki-Chin-Naga	Sino-Tibetan	Tibeto-Burman	ctd
ctl	Catalan	41.75	2	Romance	Indo-European		cat
ctm	Chitimacha	29.6666666667	-91	Chitimacha	Chitimacha		ctm
ctt	Chatino (Tataltepec)	16.1666666667	-97.5833333333	Zapotecan	Oto-Manguean		cta
ctw	Catawba	35.5	-80.5	Siouan	Siouan		chc
cua	Cua	15.25	108.5	Bahnaric	Austro-Asiatic	Mon-Khmer	cua
cub	Cubeo	1.33333333333	-70.5	Tucanoan	Tucanoan		cub
cuc	Cuica	9	-70.5	Timote-Cuica	Timote-Cuica		
cui	Cuiba	6.5	-70	Guahiban	Guahiban		cui
cul	Culina	-6	-70.5	Arauan	Arauan		cul
cum	Chumburung	7.75	0.25	Kwa	Niger-Congo		ncu
cup	Cupeño	33.1666666667	-116.5	Takic	Uto-Aztecan		cup
cur	Curripaco	2.5	-68.5	Arawakan	Arawakan		kpc
cut	Cuitlatec	17.5	-101	Cuitlatec	Cuitlatec		
cuu	Chuukese	7.33333333333	151.75	Oceanic	Austronesian	Eastern Malayo-Polynesian	chk
cvc	Chavacano	7	122.083333333	Creoles and Pidgins	other		cbk
cve	Chuave	-6.11666666667	145.116666667	Chimbu	Trans-New Guinea		cjv
cwe	Columbia-Wenatchi	47.5	-120	Interior Salish	Salishan		col
cya	Chatino (Yaitepec)	16.25	-97.25	Zapotecan	Oto-Manguean		ctp
cyg	Cayuga	42.75	-76.75	Northern Iroquoian	Iroquoian		cay
cyn	Cheyenne	47	-95	Algonquian	Algic		chy
cyv	Cayuvava	-13.5	-65.5	Cayuvava	Cayuvava		cyb
cze	Czech	50	15	Slavic	Indo-European		ces
daa	Da'a	-1	119.583333333	Sulawesi	Austronesian	Western Malayo-Polynesian	kzf
dab	Daba	10.1666666667	13.75	Biu-Mandara	Afro-Asiatic	Chadic	dbq dkx
dad	Dadibi	-6.55	144.583333333	Teberan	Teberan-Pawaian		mps
dag	Daga	-10	149.333333333	Dagan	Dagan		dgz
dah	Dahalo	-2.33333333333	40.5	Southern Cushitic	Afro-Asiatic	Cushitic	dal
dak	Dakota	45	-93.5	Siouan	Siouan		dak
dam	Damana	11	-73.5	Aruak	Chibchan		mbp
dan	Dan	7.5	-8	Eastern Mande	Niger-Congo	Mande	daf
dar	Darai	24	84	Indic	Indo-European		dry
dat	Datooga	-4.33333333333	35.3333333333	Nilotic	Nilo-Saharan	Eastern Sudanic	tcc
daw	Dâw	-0.25	-67.0833333333	Vaupés-Japurá	Vaupés-Japurá		kwa
day	Day	8.75	17.8333333333	Adamawa	Niger-Congo	Adamawa-Ubangi	dai
dbd	Dabida	-4	38.6666666667	Bantoid	Niger-Congo	Benue-Congo	dav
dbr	Dutch (Brabantic)	50.75	4.5	Germanic	Indo-European		nld
dbw	Dan (Blowo)	7.33333333333	-8.16666666667	Eastern Mande	Niger-Congo	Mande	daf
dca	Dumagat (Casiguran)	16.3333333333	122	Northern Philippines	Austronesian	Western Malayo-Polynesian	dgc
dda	Dhuwal (Dätiwuy)	-12.1666666667	136.25	Pama-Nyungan	Australian		duj
ddf	Daju (Dar Fur)	12.25	25.25	Daju	Nilo-Saharan	Eastern Sudanic	daj
def	Defaka	4.58333333333	7.5	Ijoid	Niger-Congo		afn
deg	Degema	4.75	6.75	Edoid	Niger-Congo	Benue-Congo	deg
den	Dení	-6	-67	Arauan	Arauan		dny
der	Dera	-3.58333333333	141	Senagi	Senagi		kbv
des	Desano	0.833333333333	-69.8333333333	Tucanoan	Tucanoan		des
det	Deti	-20.5	24.5	Central Khoisan	Khoisan		shg
deu	Deuri	26	90.25	Baric	Sino-Tibetan	Tibeto-Burman	der
dga	Dagaare	10.5	-2.66666666667	Gur	Niger-Congo		dga
dgb	Dagbani	9.58333333333	-0.5	Gur	Niger-Congo		dag
dge	Deutsche Gebärdensprache	52	11	Sign Languages	other		gsg
dgi	Dogri	33	75	Indic	Indo-European		dgo xnr
dgo	Dongo	3	30	Ubangi	Niger-Congo	Adamawa-Ubangi	doo
dgr	Dagur	48	124	Mongolic	Altaic		dta
dgx	Degexit'an	62	-160	Athapaskan	Na-Dene		ing
dha	Dhaasanac	4.66666666667	36.3333333333	Eastern Cushitic	Afro-Asiatic	Cushitic	dsh
dhb	Dharumbal	-22.75	150.5	Pama-Nyungan	Australian		bjy
dhi	Dhivehi	4.16666666667	73.5	Indic	Indo-European		div
dhm	Dhimal	26.6666666667	87.75	Bodic	Sino-Tibetan	Tibeto-Burman	dhi
dhr	Dhargari	-23.75	114.916666667	Pama-Nyungan	Australian		dhr
dhu	Dhurga	-35.6666666667	150	Pama-Nyungan	Australian		dhu
dhw	Dharawal	-34.5	150.5	Pama-Nyungan	Australian		tbh
did	Didinga	4.5	33.5	Surmic	Nilo-Saharan	Eastern Sudanic	did
die	Diegueño (Mesa Grande)	32.6666666667	-116.166666667	Yuman	Hokan		dih
dig	Digaro	28.4166666667	96	Mirish	Sino-Tibetan	Tibeto-Burman	mhu
dim	Dime	6.16666666667	36.25	South Omotic	Afro-Asiatic	Omotic	dim
din	Dinka	8.5	28	Nilotic	Nilo-Saharan	Eastern Sudanic	dip
dio	Diola-Fogny	13	-16	Northern Atlantic	Niger-Congo	Atlantic	dyo
diy	Diyari	-28	139	Pama-Nyungan	Australian		dif
diz	Dizi	6.16666666667	36.5	North Omotic	Afro-Asiatic	Omotic	mdx
dja	Djabugay	-16.75	145.583333333	Pama-Nyungan	Australian		dyy
dji	Djingili	-17.75	134	West Barkly	Australian		jig
djm	Djambarrpuyngu	-12.1666666667	135.5	Pama-Nyungan	Australian		djr
djn	Djinang	-12.3333333333	134.833333333	Pama-Nyungan	Australian		dji
djp	Djapu	-12.6666666667	136	Pama-Nyungan	Australian		duj
djr	Djaru	-18.75	128	Pama-Nyungan	Australian		ddj
dli	Dutch (Limburg)	51	5.5	Germanic	Indo-European		nld
dma	Duma	-0.95	13	Bantoid	Niger-Congo	Benue-Congo	dma
dmi	Dumi	27.25	86.6666666667	Bodic	Sino-Tibetan	Tibeto-Burman	dus
dmk	Dumaki	36.1666666667	74	Indic	Indo-European		dmk
dms	Dimasa	25.5	93	Baric	Sino-Tibetan	Tibeto-Burman	dis
dng	Ding	-4.33333333333	19.5	Bantoid	Niger-Congo	Benue-Congo	diz
dni	Dani (Lower Grand Valley)	-4.33333333333	138.833333333	Dani	Trans-New Guinea		dni
dnw	Dangaléat (Western)	12.1666666667	18.3333333333	East Chadic	Afro-Asiatic	Chadic	daa
dob	Dobel	-6.25	134.666666667	Central Malayo-Polynesian	Austronesian		kvo
dog	Dogon	14.3333333333	-3.5	Dogon	Niger-Congo		dba
dok	Doko	3	23.0833333333	Bantoid	Niger-Congo	Benue-Congo	ngc
dol	Dolgan	71.25	98	Turkic	Altaic		dlg
dom	Domari	32	35	Indic	Indo-European		rmt
don	Dong	27	109	Kam-Tai	Tai-Kadai		doc kmc
dou	Doutai	-3.33333333333	138.166666667	Lakes Plain	Lakes Plain		tds
doy	Doyayo	8.66666666667	13.0833333333	Adamawa	Niger-Congo	Adamawa-Ubangi	dow
dre	Drehu	-21	167.25	Oceanic	Austronesian	Eastern Malayo-Polynesian	dhv
drg	Dargwa	42.25	47.4166666667	Lak-Dargwa	Nakh-Daghestanian	Daghestanian	dar
dri	Dari	35	66	Iranian	Indo-European		prs
drm	Darmiya	30	79.75	Bodic	Sino-Tibetan	Tibeto-Burman	drd
dsh	Danish	56	10	Germanic	Indo-European		dan
dts	Dogon (Toro So)	14.5	-3.33333333333	Dogon	Niger-Congo		dts
dua	Duala	4	9.41666666667	Bantoid	Niger-Congo	Benue-Congo	dua
dug	Dullay (Gollango)	5.5	37.25	Eastern Cushitic	Afro-Asiatic	Cushitic	gwd
duk	Duka	11.1666666667	5.08333333333	Kainji	Niger-Congo	Benue-Congo	dud
dul	Dulong	28	98.3333333333	Nungish	Sino-Tibetan	Tibeto-Burman	duu
dum	Dumo	-2.68333333333	141.3	Western Skou	Skou		vam
dun	Duna	-5.5	142.5	Duna	Trans-New Guinea		duc
dut	Dutch	52.5	6	Germanic	Indo-European		nld
duz	Dutch (Zeeuws)	51.5	3.75	Germanic	Indo-European		zea
dyi	Dyirbal	-17.8333333333	145.583333333	Pama-Nyungan	Australian		dbl
dym	Dyimini	8.41666666667	-4.41666666667	Gur	Niger-Congo		dyi
dyu	Dyula	9.83333333333	-4.66666666667	Western Mande	Niger-Congo	Mande	dyu
ebi	Ebira	8.16666666667	7	Nupoid	Niger-Congo	Benue-Congo	igb
edo	Edolo	-6.16666666667	142.666666667	Bosavi	Bosavi		etr
efi	Efik	4.91666666667	8.5	Cross River	Niger-Congo	Benue-Congo	efi
ega	Ega	5.5	-5.5	Kwa	Niger-Congo		ega
egn	Engenni	5.16666666667	6.38333333333	Edoid	Niger-Congo	Benue-Congo	enn
eip	Eipo	-4.33333333333	140.083333333	Mek	Trans-New Guinea		eip
eja	Ejagham	5.41666666667	8.66666666667	Bantoid	Niger-Congo	Benue-Congo	etu
eka	Ekari	-3.83333333333	135.5	Wissel Lakes-Kemandoga	Trans-New Guinea		ekg
eko	Ekoti	-16.5	39.5	Bantoid	Niger-Congo	Benue-Congo	eko
els	Elseng	-3	140.5	Morwap	Morwap		mrf
emb	Embera	6.83333333333	-77.1666666667	Choco	Choco		emp
emc	Embera Chami	5	-76	Choco	Choco		cmi
eml	Embaloh	1.16666666667	112.333333333	Sundic	Austronesian	Western Malayo-Polynesian	emb
emm	Emmi	-13.5	130	Western Daly	Australian	Daly	amy
ena	Enga	-5.5	143.666666667	Engan	Trans-New Guinea		enq
ene	Enets	67.5	86.5	Samoyedic	Uralic		enf enh
eng	English	52	0	Germanic	Indo-European		eng
eno	Enggano	-5.41666666667	102.25	Sundic	Austronesian	Western Malayo-Polynesian	eno
eny	Enya	-0.5	25.25	Bantoid	Niger-Congo	Benue-Congo	gey
epe	Epena Pedee	3	-77	Choco	Choco		sja
err	Erromangan	-18.8333333333	169.166666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	erg
ese	Ese Ejja	-11	-66	Tacanan	Tacanan		ese
esm	Esmeraldeño	0.333333333333	-79.8333333333	Tacame	Tacame		
ess	Esselen	36.25	-121.75	Esselen	Esselen		esq
est	Estonian	59	26	Finnic	Uralic	Finno-Ugric	est
ets	Etsako	7.25	6.5	Edoid	Niger-Congo	Benue-Congo	ets
eud	Eudeve	29.1666666667	-109.666666667	Cahita	Uto-Aztecan		opt
eve	Evenki	56	125	Tungusic	Altaic		evn
evn	Even	68	130	Tungusic	Altaic		eve
ewa	Ewe (Anglo)	6	1	Kwa	Niger-Congo		ewe
ewe	Ewe	6.33333333333	0.416666666667	Kwa	Niger-Congo		ewe
ewo	Ewondo	4	12	Bantoid	Niger-Congo	Benue-Congo	ewo
eya	Eyak	60.5	-145	Eyak	Na-Dene		eya
far	Faroese	62	-7	Germanic	Indo-European		fao
fas	Fasu	-6.58333333333	143.333333333	Fasu	Trans-New Guinea		faa
fbf	Fula (Burkina Faso)	14	0	Northern Atlantic	Niger-Congo	Atlantic	fuh
fea	Frisian (Eastern)	53.5833333333	7.5	Germanic	Indo-European		frs
fef	Fe'fe'	5.25	10.1666666667	Bantoid	Niger-Congo	Benue-Congo	fmp
fgo	Fulani (Gombe)	10.25	11.25	Northern Atlantic	Niger-Congo	Atlantic	fub
fgu	Fula (Guinean)	11.5	-12.5	Northern Atlantic	Niger-Congo	Atlantic	fuf
fij	Fijian	-17.8333333333	178	Oceanic	Austronesian	Eastern Malayo-Polynesian	fij
fin	Finnish	62	25	Finnic	Uralic	Finno-Ugric	fin
fio	Fiote	-5.5	14	Bantoid	Niger-Congo	Benue-Congo	kng
fiw	Fijian (Wayan)	-17	177.3	Oceanic	Austronesian	Eastern Malayo-Polynesian	wyy
fli	Ful (Liptako)	13.5	0.5	Northern Atlantic	Niger-Congo	Atlantic	fuh
fma	Fula (Mauritanian)	16.5	-13.75	Northern Atlantic	Niger-Congo	Atlantic	fuc
fni	Fula (Nigerian)	8.16666666667	10.5	Northern Atlantic	Niger-Congo	Atlantic	fuv
fno	Frisian (North)	54.5	9	Germanic	Indo-European		frr
foe	Foe	-6.5	143.5	Kutubuan	Trans-New Guinea		foi
fon	Fongbe	6.41666666667	2.16666666667	Kwa	Niger-Congo		fon
for	Fore	-6.75	145.5	Eastern Highlands	Trans-New Guinea		for
fox	Fox	43	-83	Algonquian	Algic		sac
frd	Fordata	-6.75	131.5	Central Malayo-Polynesian	Austronesian		frd
fre	French	48	2	Romance	Indo-European		fra
fri	Frisian	53	5	Germanic	Indo-European		frs
frw	Frisian (Western)	53	6	Germanic	Indo-European		fri
fsl	Finnish Sign Language	62	26	Sign Languages	other		fse
fua	Fula (Cameroonian)	9.16666666667	13.5	Northern Atlantic	Niger-Congo	Atlantic	fub
fue	Futuna (East)	-14.3333333333	-178.166666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	fud
ful	Fulniô	-8	-37.5	Yatê	Macro-Ge		fun
fum	Fulfulde (Maasina)	15	-5	Northern Atlantic	Niger-Congo	Atlantic	ffm
fur	Fur	13.5	25	Fur	Nilo-Saharan		fvr
fus	Fula (Senegal)	15	-14	Northern Atlantic	Niger-Congo	Atlantic	fuc
fut	Futuna-Aniwa	-19.5333333333	170.216666667	Oceanic	Austronesian	Eastern Malayo-Polynesian	fut
fuz	Fuzhou	26	119.5	Chinese	Sino-Tibetan		cdo
fye	Fyem	9.58333333333	9.33333333333	Platoid	Niger-Congo	Benue-Congo	pym
ga	Gã	5.66666666667	-0.166666666667	Kwa	Niger-Congo		gaa
gaa	Gaagudju	-12.5833333333	132.833333333	Gaagudju	Australian		gbu
gad	Gade	8.66666666667	7.41666666667	Nupoid	Niger-Congo	Benue-Congo	ged
gae	Gaelic (Scots)	57	-4	Celtic	Indo-European		gla
gag	Gagauz	46.3333333333	28.6666666667	Turkic	Altaic		gag
gah	Gahuku	-6	145.416666667	Eastern Highlands	Trans-New Guinea		gah
gal	Gallong	28.1666666667	94.6666666667	Mirish	Sino-Tibetan	Tibeto-Burman	adi
gam	Gamo	6.66666666667	37.25	North Omotic	Afro-Asiatic	Omotic	gmo
gan	Great Andamanese	12	92.6666666667	Great Andamanese	Great Andamanese		apq
gap	Gapapaiwa	-9.75	149.833333333	Oceanic	Austronesian	Eastern Malayo-Polynesian	pwg
gar	Garo	25.6666666667	90.5	Baric	Sino-Tibetan	Tibeto-Burman	grt
gau	German (Upper Austrian)	47	14	Germanic	Indo-European		bar
gav	Gavião	-10.6666666667	-62	Monde	Tupian		gvo
gay	Gayo	4.5	97.5	Sundic	Austronesian	Western Malayo-Polynesian	gay
gba	German (Bavarian)	49	11.5	Germanic	Indo-European		bar
gbb	Gbeya Bossangoa	6.66666666667	17.5	Ubangi	Niger-Congo	Adamawa-Ubangi	gbp
gbc	Guinea Bissau Crioulo	12	-15	Creoles and Pidgins	other		pov
gbe	German (Bern)	47	7.41666666667	Germanic	Indo-European		gsw
gbk	Gbaya Kara	6	15	Ubangi	Niger-Congo	Adamawa-Ubangi	gya
gbl	German (Berlin)	52.5	13.3333333333	Germanic	Indo-European		deu
gcy	Greek (Cypriot)	34.75	33	Greek	Indo-European		ell
gdb	Gutob	19	83.6666666667	Munda	Austro-Asiatic		gbj
gdf	Guduf	11.2333333333	13.8	Biu-Mandara	Afro-Asiatic	Chadic	gdf
gdi	Godié	5.41666666667	-5.83333333333	Kru	Niger-Congo		god
gdk	Gadaba (Kondekor)	18.75	83.5	Central Dravidian	Dravidian		gdb
gdl	Guadeloupe Creole	16.25	-61.5	Creoles and Pidgins	other		gcf
